Gene stable ID	Gene name	Gene description	Gene type	WikiGene name	Gene stable ID version
ENSG00000008128	CDK11A	cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]	protein_coding	CDK11A	ENSG00000008128.23
ENSG00000008130	NADK	NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]	protein_coding	NADK	ENSG00000008130.15
ENSG00000008196	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	protein_coding	TFAP2B	ENSG00000008196.13
ENSG00000008197	TFAP2D	transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581]	protein_coding	TFAP2D	ENSG00000008197.5
ENSG00000008226	DLEC1	DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]	protein_coding	DLEC1	ENSG00000008226.20
ENSG00000008256	CYTH3	cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]	protein_coding	CYTH3	ENSG00000008256.16
ENSG00000008277	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]	protein_coding	ADAM22	ENSG00000008277.15
ENSG00000008282	SYPL1	synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]	protein_coding	SYPL1	ENSG00000008282.9
ENSG00000008283	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	protein_coding	CYB561	ENSG00000008283.16
ENSG00000008294	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]	protein_coding	SPAG9	ENSG00000008294.22
ENSG00000008300	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]	protein_coding	CELSR3	ENSG00000008300.17
ENSG00000008311	AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]	protein_coding	AASS	ENSG00000008311.16
ENSG00000008323	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]	protein_coding	PLEKHG6	ENSG00000008323.16
ENSG00000008324	SS18L2	SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]	protein_coding	SS18L2	ENSG00000008324.12
ENSG00000008382	MPND	MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]	protein_coding	MPND	ENSG00000008382.16
ENSG00000008394	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]	protein_coding	MGST1	ENSG00000008394.13
ENSG00000008405	CRY1	cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]	protein_coding	CRY1	ENSG00000008405.12
ENSG00000008438	PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]	protein_coding	PGLYRP1	ENSG00000008438.5
ENSG00000008513	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]	protein_coding	ST3GAL1	ENSG00000008513.16
ENSG00000008516	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]	protein_coding	MMP25	ENSG00000008516.18
ENSG00000008517	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	protein_coding	IL32	ENSG00000008517.19
ENSG00000008710	PKD1	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]	protein_coding	PKD1	ENSG00000008710.20
ENSG00000008735	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]	protein_coding	MAPK8IP2	ENSG00000008735.14
ENSG00000008853	RHOBTB2	Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]	protein_coding	RHOBTB2	ENSG00000008853.18
ENSG00000008869	HEATR5B	HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]	protein_coding	HEATR5B	ENSG00000008869.12
ENSG00000008952	SEC62	SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]	protein_coding	SEC62	ENSG00000008952.17
ENSG00000008988	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]	protein_coding	RPS20	ENSG00000008988.11
ENSG00000009307	CSDE1	cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]	protein_coding	CSDE1	ENSG00000009307.17
ENSG00000009335	UBE3C	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]	protein_coding	UBE3C	ENSG00000009335.18
ENSG00000009413	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]	protein_coding	REV3L	ENSG00000009413.16
ENSG00000009694	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]	protein_coding	TENM1	ENSG00000009694.14
ENSG00000009724	MASP2	MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]	protein_coding	MASP2	ENSG00000009724.18
ENSG00000009765	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]	protein_coding	IYD	ENSG00000009765.15
ENSG00000009780	FAM76A	family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]	protein_coding	FAM76A	ENSG00000009780.16
ENSG00000009790	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]	protein_coding	TRAF3IP3	ENSG00000009790.15
ENSG00000009830	POMT2	protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]	protein_coding	POMT2	ENSG00000009830.13
ENSG00000009844	VTA1	vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]	protein_coding	VTA1	ENSG00000009844.16
ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]	protein_coding	BAZ1B	ENSG00000009954.11
ENSG00000010017	RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]	protein_coding	RANBP9	ENSG00000010017.13
ENSG00000010030	ETV7	ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160]	protein_coding	ETV7	ENSG00000010030.14
ENSG00000010072	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]	protein_coding	SPRTN	ENSG00000010072.16
ENSG00000010165	METTL13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248]	protein_coding	METTL13	ENSG00000010165.20
ENSG00000010219	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]	protein_coding	DYRK4	ENSG00000010219.14
ENSG00000010244	ZNF207	zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]	protein_coding	ZNF207	ENSG00000010244.19
ENSG00000010256	UQCRC1	ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]	protein_coding	UQCRC1	ENSG00000010256.11
ENSG00000010270	STARD3NL	STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]	protein_coding	STARD3NL	ENSG00000010270.14
ENSG00000010278	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	protein_coding	CD9	ENSG00000010278.15
ENSG00000010282	HHATL	hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]	protein_coding	HHATL	ENSG00000010282.15
ENSG00000010292	NCAPD2	non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]	protein_coding	NCAPD2	ENSG00000010292.13
ENSG00000010295	IFFO1	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]	protein_coding	IFFO1	ENSG00000010295.20
ENSG00000010310	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]	protein_coding	GIPR	ENSG00000010310.9
ENSG00000010318	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	protein_coding	PHF7	ENSG00000010318.22
ENSG00000010319	SEMA3G	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]	protein_coding	SEMA3G	ENSG00000010319.7
ENSG00000010322	NISCH	nischarin [Source:HGNC Symbol;Acc:HGNC:18006]	protein_coding	NISCH	ENSG00000010322.16
ENSG00000010327	STAB1	stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]	protein_coding	STAB1	ENSG00000010327.10
ENSG00000010361	FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]	protein_coding	FUZ	ENSG00000010361.14
ENSG00000010379	SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	protein_coding	SLC6A13	ENSG00000010379.16
ENSG00000010438	PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	protein_coding	PRSS3	ENSG00000010438.17
ENSG00000010539	ZNF200	zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]	protein_coding	ZNF200	ENSG00000010539.12
ENSG00000010610	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	protein_coding	CD4	ENSG00000010610.10
ENSG00000010626	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]	protein_coding	LRRC23	ENSG00000010626.15
ENSG00000010671	BTK	Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]	protein_coding	BTK	ENSG00000010671.18
ENSG00000010704	HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	protein_coding	HFE	ENSG00000010704.19
ENSG00000010803	SCMH1	Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]	protein_coding	SCMH1	ENSG00000010803.17
ENSG00000010810	FYN	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]	protein_coding	FYN	ENSG00000010810.17
ENSG00000010818	HIVEP2	HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]	protein_coding	HIVEP2	ENSG00000010818.10
ENSG00000010932	FMO1	flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]	protein_coding	FMO1	ENSG00000010932.17
ENSG00000011007	ELOA	elongin A [Source:HGNC Symbol;Acc:HGNC:11620]	protein_coding	ELOA	ENSG00000011007.13
ENSG00000011021	CLCN6	chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]	protein_coding	CLCN6	ENSG00000011021.23
ENSG00000011028	MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	protein_coding	MRC2	ENSG00000011028.14
ENSG00000011052	NME1-NME2	NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]	protein_coding	NME1-NME2	ENSG00000011052.21
ENSG00000011083	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	protein_coding	SLC6A7	ENSG00000011083.9
ENSG00000011105	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]	protein_coding	TSPAN9	ENSG00000011105.14
ENSG00000011114	BTBD7	BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]	protein_coding	BTBD7	ENSG00000011114.15
ENSG00000011132	APBA3	amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]	protein_coding	APBA3	ENSG00000011132.12
ENSG00000011143	MKS1	MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]	protein_coding	MKS1	ENSG00000011143.19
ENSG00000011198	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]	protein_coding	ABHD5	ENSG00000011198.10
ENSG00000011243	AKAP8L	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]	protein_coding	AKAP8L	ENSG00000011243.19
ENSG00000011258	MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]	protein_coding	MBTD1	ENSG00000011258.16
ENSG00000011260	UTP18	UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]	protein_coding	UTP18	ENSG00000011260.14
ENSG00000011275	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]	protein_coding	RNF216	ENSG00000011275.19
ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]	protein_coding	TTC19	ENSG00000011295.16
ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]	protein_coding	PTBP1	ENSG00000011304.22
ENSG00000011332	DPF1	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]	protein_coding	DPF1	ENSG00000011332.22
ENSG00000011347	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]	protein_coding	SYT7	ENSG00000011347.10
ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]	protein_coding	LARS2	ENSG00000011376.12
ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]	protein_coding	PIK3C2A	ENSG00000011405.14
ENSG00000011422	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]	protein_coding	PLAUR	ENSG00000011422.12
ENSG00000011426	ANLN	anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	protein_coding	ANLN	ENSG00000011426.11
ENSG00000011451	WIZ	WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917]	protein_coding	WIZ	ENSG00000011451.21
ENSG00000011454	RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]	protein_coding	RABGAP1	ENSG00000011454.18
ENSG00000011465	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	protein_coding	DCN	ENSG00000011465.18
ENSG00000011478	QPCTL	glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]	protein_coding	QPCTL	ENSG00000011478.13
ENSG00000011485	PPP5C	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]	protein_coding	PPP5C	ENSG00000011485.15
ENSG00000011523	CEP68	centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]	protein_coding	CEP68	ENSG00000011523.14
ENSG00000011566	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]	protein_coding	MAP4K3	ENSG00000011566.15
ENSG00000011590	ZBTB32	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]	protein_coding	ZBTB32	ENSG00000011590.14
ENSG00000011600	TYROBP	transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]	protein_coding	TYROBP	ENSG00000011600.12
ENSG00000011638	LDAF1	lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136]	protein_coding	LDAF1	ENSG00000011638.11
ENSG00000011677	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]	protein_coding	GABRA3	ENSG00000011677.13
ENSG00000012048	BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	protein_coding	BRCA1	ENSG00000012048.24
ENSG00000012061	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]	protein_coding	ERCC1	ENSG00000012061.16
ENSG00000012124	CD22	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]	protein_coding	CD22	ENSG00000012124.17
ENSG00000012174	MBTPS2	membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]	protein_coding	MBTPS2	ENSG00000012174.12
ENSG00000012211	PRICKLE3	prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]	protein_coding	PRICKLE3	ENSG00000012211.13
ENSG00000012223	LTF	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]	protein_coding	LTF	ENSG00000012223.13
ENSG00000012232	EXTL3	exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]	protein_coding	EXTL3	ENSG00000012232.10
ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]	protein_coding	ELOVL5	ENSG00000012660.14
ENSG00000012779	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]	protein_coding	ALOX5	ENSG00000012779.12
ENSG00000012817	KDM5D	lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]	protein_coding	KDM5D	ENSG00000012817.16
ENSG00000012822	CALCOCO1	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]	protein_coding	CALCOCO1	ENSG00000012822.16
ENSG00000012963	UBR7	ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]	protein_coding	UBR7	ENSG00000012963.15
ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]	protein_coding	MAP4K5	ENSG00000012983.12
ENSG00000013016	EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]	protein_coding	EHD3	ENSG00000013016.16
ENSG00000013275	PSMC4	proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]	protein_coding	PSMC4	ENSG00000013275.8
ENSG00000013288	MAN2B2	mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]	protein_coding	MAN2B2	ENSG00000013288.9
ENSG00000013293	SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	protein_coding	SLC7A14	ENSG00000013293.6
ENSG00000013297	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	protein_coding	CLDN11	ENSG00000013297.12
ENSG00000013306	SLC25A39	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]	protein_coding	SLC25A39	ENSG00000013306.16
ENSG00000013364	MVP	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]	protein_coding	MVP	ENSG00000013364.19
ENSG00000013374	NUB1	negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]	protein_coding	NUB1	ENSG00000013374.17
ENSG00000013375	PGM3	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]	protein_coding	PGM3	ENSG00000013375.17
ENSG00000013392	RWDD2A	RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]	protein_coding	RWDD2A	ENSG00000013392.8
ENSG00000013441	CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]	protein_coding	CLK1	ENSG00000013441.17
ENSG00000013503	POLR3B	RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]	protein_coding	POLR3B	ENSG00000013503.10
ENSG00000013523	ANGEL1	angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]	protein_coding	ANGEL1	ENSG00000013523.11
ENSG00000013561	RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]	protein_coding	RNF14	ENSG00000013561.18
ENSG00000013563	DNASE1L1	deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]	protein_coding	DNASE1L1	ENSG00000013563.14
ENSG00000013573	DDX11	DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]	protein_coding	DDX11	ENSG00000013573.17
ENSG00000013583	HEBP1	heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]	protein_coding	HEBP1	ENSG00000013583.10
ENSG00000013588	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	protein_coding	GPRC5A	ENSG00000013588.9
ENSG00000013619	MAMLD1	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]	protein_coding	MAMLD1	ENSG00000013619.15
ENSG00000013725	CD6	CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]	protein_coding	CD6	ENSG00000013725.14
ENSG00000013810	TACC3	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	protein_coding	TACC3	ENSG00000013810.21
ENSG00000014123	UFL1	UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]	protein_coding	UFL1	ENSG00000014123.10
ENSG00000014138	POLA2	DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]	protein_coding	POLA2	ENSG00000014138.9
ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]	protein_coding	ZC3H3	ENSG00000014164.7
ENSG00000014216	CAPN1	calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]	protein_coding	CAPN1	ENSG00000014216.16
ENSG00000014257	ACP3	acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]	protein_coding	ACP3	ENSG00000014257.16
ENSG00000014641	MDH1	malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]	protein_coding	MDH1	ENSG00000014641.21
ENSG00000014824	SLC30A9	solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]	protein_coding	SLC30A9	ENSG00000014824.14
ENSG00000014914	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]	protein_coding	MTMR11	ENSG00000014914.21
ENSG00000014919	COX15	cytochrome c oxidase assembly homolog COX15 [Source:HGNC Symbol;Acc:HGNC:2263]	protein_coding	COX15	ENSG00000014919.13
ENSG00000015133	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]	protein_coding	CCDC88C	ENSG00000015133.20
ENSG00000015153	YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]	protein_coding	YAF2	ENSG00000015153.15
ENSG00000015171	ZMYND11	zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]	protein_coding	ZMYND11	ENSG00000015171.20
ENSG00000015285	WAS	WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]	protein_coding	WAS	ENSG00000015285.12
ENSG00000015413	DPEP1	dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]	protein_coding	DPEP1	ENSG00000015413.10
ENSG00000015475	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]	protein_coding	BID	ENSG00000015475.19
ENSG00000015479	MATR3	matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]	protein_coding	MATR3	ENSG00000015479.20
ENSG00000015520	NPC1L1	NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]	protein_coding	NPC1L1	ENSG00000015520.15
ENSG00000015568	RGPD5	RANBP2 like and GRIP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:32418]	protein_coding	RGPD5	ENSG00000015568.13
ENSG00000015592	STMN4	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]	protein_coding	STMN4	ENSG00000015592.17
ENSG00000015676	NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]	protein_coding	NUDCD3	ENSG00000015676.18
ENSG00000016082	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	protein_coding	ISL1	ENSG00000016082.15
ENSG00000016391	CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]	protein_coding	CHDH	ENSG00000016391.11
ENSG00000016402	IL20RA	interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]	protein_coding	IL20RA	ENSG00000016402.14
ENSG00000016490	CLCA1	chloride channel accessory 1 [Source:HGNC Symbol;Acc:HGNC:2015]	protein_coding	CLCA1	ENSG00000016490.16
ENSG00000016602	CLCA4	chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]	protein_coding	CLCA4	ENSG00000016602.9
ENSG00000016864	GLT8D1	glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]	protein_coding	GLT8D1	ENSG00000016864.19
ENSG00000017260	ATP2C1	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]	protein_coding	ATP2C1	ENSG00000017260.20
ENSG00000017427	IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	protein_coding	IGF1	ENSG00000017427.17
ENSG00000017483	SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	protein_coding	SLC38A5	ENSG00000017483.16
ENSG00000017797	RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]	protein_coding	RALBP1	ENSG00000017797.13
ENSG00000018189	RUFY3	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]	protein_coding	RUFY3	ENSG00000018189.13
ENSG00000018236	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]	protein_coding	CNTN1	ENSG00000018236.15
ENSG00000018280	SLC11A1	solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]	protein_coding	SLC11A1	ENSG00000018280.17
